experiment,seed,n,E_exact,E_learned,E_rel,L2,integral,collapse,path
A2,4,15,14.5,11.647100448608398,0.19675169319940722,1.4118069711655503,0.9951820373535156,False,outputs/Harmonic/runs/A2_seed4/mode_15/metrics.json
A2,0,16,15.5,12.2178316116333,0.2117527992494508,1.4066789390932999,0.995296835899353,False,outputs/Harmonic/runs/A2_seed0/mode_16/metrics.json
A2,1,16,15.5,12.258563995361328,0.2091249035250621,1.3935480193676544,0.9957278370857239,False,outputs/Harmonic/runs/A2_seed1/mode_16/metrics.json
A2,2,16,15.5,12.46988296508789,0.19549142160722024,1.3929051844569253,0.9459971189498901,False,outputs/Harmonic/runs/A2_seed2/mode_16/metrics.json
A2,3,16,15.5,12.180055618286133,0.21418996011055827,1.409026638050199,0.9949363470077515,False,outputs/Harmonic/runs/A2_seed3/mode_16/metrics.json
A2,4,16,15.5,12.39959716796875,0.20002598916329353,1.395590006742188,0.9534865617752075,False,outputs/Harmonic/runs/A2_seed4/mode_16/metrics.json
A2,0,17,16.5,13.967877388000488,0.1534619764848096,1.4019985792442407,0.9933526515960693,False,outputs/Harmonic/runs/A2_seed0/mode_17/metrics.json
A2,1,17,16.5,13.801373481750488,0.16355312231814234,1.4026241079176545,0.9935570955276489,False,outputs/Harmonic/runs/A2_seed1/mode_17/metrics.json
A2,2,17,16.5,13.855118751525879,0.16029583324084612,1.4028135761894869,0.9936171770095825,False,outputs/Harmonic/runs/A2_seed2/mode_17/metrics.json
A2,3,17,16.5,13.955013275146484,0.15424161968808253,1.402333665156831,0.9934701323509216,False,outputs/Harmonic/runs/A2_seed3/mode_17/metrics.json
A2,4,17,16.5,14.058443069458008,0.14797314730556632,1.4017490847928005,0.9933086633682251,False,outputs/Harmonic/runs/A2_seed4/mode_17/metrics.json
A2,0,18,17.5,14.499300956726074,0.17146851675850025,1.3958534999436103,0.9928897619247437,False,outputs/Harmonic/runs/A2_seed0/mode_18/metrics.json
A2,1,18,17.5,14.290538787841797,0.18339778355188685,1.396200183909047,0.992882490158081,False,outputs/Harmonic/runs/A2_seed1/mode_18/metrics.json
A2,2,18,17.5,14.310063362121582,0.18228209359304207,1.3777476580028902,0.9469757080078125,False,outputs/Harmonic/runs/A2_seed2/mode_18/metrics.json
A2,3,18,17.5,14.316000938415527,0.18194280351910233,1.3808164616193392,0.994711697101593,False,outputs/Harmonic/runs/A2_seed3/mode_18/metrics.json
A2,4,18,17.5,14.535058975219727,0.16942520141600595,1.3940639022574992,0.996326208114624,False,outputs/Harmonic/runs/A2_seed4/mode_18/metrics.json
A2,0,19,18.5,15.823720932006836,0.14466373340502808,1.3844016220472473,0.9918091297149658,False,outputs/Harmonic/runs/A2_seed0/mode_19/metrics.json
A2,1,19,18.5,15.958504676818848,0.13737812557735218,1.3868844032869905,0.9943478107452393,False,outputs/Harmonic/runs/A2_seed1/mode_19/metrics.json
A2,2,19,18.5,15.768912315368652,0.14762636133141624,1.3861389092028717,0.9922914505004883,False,outputs/Harmonic/runs/A2_seed2/mode_19/metrics.json
A2,3,19,18.5,15.733050346374512,0.1495648461419102,1.3722334105547762,0.9931666254997253,False,outputs/Harmonic/runs/A2_seed3/mode_19/metrics.json
A2,4,19,18.5,16.097139358520508,0.12988435899888445,1.3859684559319092,0.9917845726013184,False,outputs/Harmonic/runs/A2_seed4/mode_19/metrics.json
A2,0,20,19.5,16.162233352661133,0.1711675203763434,1.3522090300087477,0.9942296743392944,False,outputs/Harmonic/runs/A2_seed0/mode_20/metrics.json
A2,1,20,19.5,16.409040451049805,0.1585107461000019,1.350550052091078,0.993872880935669,False,outputs/Harmonic/runs/A2_seed1/mode_20/metrics.json
A2,2,20,19.5,16.30689811706543,0.16374881450945677,1.3635177463738652,0.9921953678131104,False,outputs/Harmonic/runs/A2_seed2/mode_20/metrics.json
A2,3,20,19.5,16.238086700439453,0.1672776051056605,1.3624635775737146,0.992006778717041,False,outputs/Harmonic/runs/A2_seed3/mode_20/metrics.json
A2,4,20,19.5,16.400022506713867,0.15897320478389612,1.3533016055195959,0.9930235147476196,False,outputs/Harmonic/runs/A2_seed4/mode_20/metrics.json
